,player_name,kills,deaths,wins,losess,xp,headshots,melee_kills,games_played,time_played
0,imBrendyn,39693,27208,3963,2524,87180363,16789,336,6487,2105
1,bestboy021,52978,31853,6332,2716,111206504,18196,1204,9048,2440
2,ATKAbdul,32141,31353,4525,2892,89109230,12652,564,7417,2184
3,BugglyJR,44525,33800,4723,3030,111741958,18692,788,7753,2481
4,Rozhiin,16972,18249,2730,1965,46063186,5785,409,4695,1337
5,KIXS___,74327,30707,10290,1776,137169286,34098,1603,12066,2686
6,Mr_Fabiioo,22881,14391,2706,833,53336748,9062,238,3539,1137
7,BeautxfuI,47729,32104,6399,1807,132802328,20202,793,8206,2500
8,iIusionaI,49122,40825,5540,3986,126490425,17816,1441,9526,3033
9,Flxwzii,20264,15105,2754,1201,51301081,7737,323,3955,1134
10,iiRxhuI,4180,3088,543,184,10658571,1535,32,727,217
11,Examifyy,22774,19918,2543,1698,58099521,7677,395,4241,1347
12,LILxCARMINE,35792,22413,5074,1103,91123410,13855,805,6177,1742
13,CANDYKUSHY,39939,27519,4331,2050,97478470,18995,520,6381,2087
14,IREM-QX,4281,2930,438,286,9024784,1806,76,724,235
15,RtxmpIee,7026,5503,898,412,18730457,2332,46,1310,393
16,ZzKillerBeastzZ,40622,26839,4766,2229,106581674,15811,792,6995,2092
17,yMatth42,41009,25561,4154,2258,97700758,17328,664,6412,1973
18,FPS_BlaCKY,16922,12395,2264,713,42095357,6715,144,2977,943
19,HoIyGeorge,42857,25412,5557,1968,116598493,14432,549,7525,2341
20,RetroKing_09,14644,13630,1516,1314,41742356,5610,247,2830,925
21,H_SHUNJP,46971,32028,4726,3072,117946592,19346,579,7798,2532
22,zRxmaiN-,51273,31118,5743,2202,118860387,25286,396,7945,2530
23,joao92jv,41044,27971,4485,2469,101372205,15237,811,6954,2102
24,MxcsyPrincess,6483,3975,659,287,13267171,2315,34,946,279
25,DesireThings,14188,9839,1874,585,37629884,6274,150,2459,751
26,IStefyy,19949,17098,2177,1861,48389110,7429,327,4038,1233
27,xR4Wi-Mx,22286,15499,2664,1661,60426347,9592,567,4325,1252
28,TwitchGodd,44158,39992,4892,3999,102258634,18302,1455,8891,2752
29,RemyLacroixAss,38044,31396,3881,3466,89342509,15095,1125,7347,2231
30,ITz-sajad7,21945,22271,2563,2459,53503504,8603,476,5022,1436
31,Kasra_KP,58073,40495,8696,2840,152232800,18474,866,11536,3574
32,iFaacKzk_,23463,19216,3053,2404,59252644,9907,419,5457,1552
33,DannyKiIIa,30616,20193,3829,1572,76333779,12752,418,5401,1706
34,xFrxgEU-,1909,981,278,45,4277118,515,20,323,84
35,RawAdapt,13186,7981,1177,282,27459246,6395,104,1459,567
36,JstDiogo,18728,11437,2949,642,49319353,7978,325,3591,1080
37,JstSiIva,30666,23675,3201,2082,72424924,12958,575,5283,1642
38,Ballack17,22468,16001,2658,1730,53399738,8080,226,4388,1244
39,JacooLDX,28117,20928,3025,1894,67285308,12526,320,4919,1548
40,Xx_DeMoLiSeuR007,7327,4642,1219,274,18561872,2795,34,1493,422
41,rxXiM,49651,29763,5313,2191,117568094,18216,680,7504,2379
42,Jebwey,35840,26908,4739,2470,98883882,12314,605,7209,2069
43,BlameSpeedy,68250,57618,6844,4879,158275486,26564,878,11723,3751
44,TrueKingArson,1935,1552,230,171,4441246,839,94,401,100
45,Bscheee,48721,40258,5897,3624,116488077,19304,925,9521,2974
46,neeto666,73167,66830,9075,6699,190220010,27884,1062,15774,4891
47,DeadYouNeverDie,69733,45258,10260,2437,173377241,30193,884,12697,3793
48,BlameATKMomoGN,23974,18321,2623,1568,55092436,9373,315,4191,1236
49,KvLoug_DX,35820,34151,4661,2540,94424891,14841,244,7201,2215
50,ToxicvonKey,23411,14542,2855,936,55072021,10009,114,3791,1194
51,PyIIis,25640,21557,2799,2164,69390125,9945,423,4963,1510
52,joaoeduardosm,8347,5110,1538,209,23122226,2923,36,1747,484
53,lShaqii,23345,18581,2835,1611,61197231,8205,698,4446,1416
54,ForqettOG,43497,32125,4302,3617,110257709,16058,780,7919,2445
55,ela,10747,8497,1262,752,27043585,5421,76,2014,649
56,AbyssLune,16998,14268,2630,1572,39864457,6524,207,4202,1011
57,KINGaIi_TNT,40631,36230,4348,3514,107036718,16525,605,7862,2435
58,SarkssDNG,30618,26652,3793,2950,82974156,10977,596,6743,2083
59,StrikeraaZ-,45921,30559,6342,2139,130022548,18475,136,8481,2688
60,dangi-_-FreimiS,11143,8248,1301,805,25809984,4561,323,2106,575
61,Vjctorr,12710,9599,1364,979,30578063,4491,230,2343,754
62,MillerGunny,40844,30778,4064,3116,98812660,13899,901,7180,2313
63,VqzyP,32342,23246,3960,1673,84368221,10888,382,5633,1643
64,HamidSLI-,53150,38624,5500,3574,140172035,16483,902,9074,2831
65,DEATHHAWK55,12853,8972,1721,597,32553334,5176,185,2318,677
66,lBootzz,30816,22059,3834,1585,78542413,12215,364,5419,1733
67,fraaggerrr,10472,7983,1283,623,28526336,4338,140,1906,601
68,ATKAshh,6331,5299,950,285,17837118,2314,58,1235,370
69,IBeenLethal,16596,10718,2564,602,42814975,6014,140,3166,1075
70,yTxrror,282,167,45,7,614975,73,7,52,15
71,Jxidan,36511,28894,4830,2942,95978728,13057,336,7772,2325
72,lPolleke,56777,36153,6871,2802,145240334,24152,1305,9673,3026
73,ZayyyOP,37435,26826,4355,2599,90583019,15372,522,6954,2196
74,SgtPk-,44017,32386,5104,2772,107895609,15082,517,7876,2439
75,cheesepie37,30760,21442,3615,1080,70095766,13324,472,4695,1571
76,lJoshV8,56824,48374,7001,4700,137866865,20760,1364,11701,3414
77,x-Ke,15389,11814,1776,1236,38777494,5656,177,3012,930
78,Paladynnn_InVi,2369,1319,322,108,5661229,888,35,430,116
79,MacTavish-Soap-R,57694,43603,6781,3744,145439496,22053,668,10525,3316
80,RunQut,40121,27909,3798,2857,99528106,15880,1142,6655,2021
81,JstBalou,68997,60157,9065,4887,183863869,21578,1319,13952,4380
82,iansxne,25236,10647,3068,818,47661555,8379,485,3886,1071
83,li_SpeeD_HelL_il,35891,24672,5218,2784,76493214,12832,804,8002,1950
84,Ultimona,46370,34997,5762,3054,125364074,18646,547,8816,2782
85,BooeGN,42991,33520,5260,3284,114324991,18738,376,8544,2729
86,zNooT-__Cry-_,32740,21408,3670,2067,79332157,13288,678,5737,1746
87,TaFisHxVll,25957,17768,2961,1805,72710903,10011,231,4766,1534
88,RobertfulvioOP,5013,3955,617,252,12995351,2108,66,869,273
89,Nova_Impulses,29397,24785,4015,2119,78270214,10771,669,6134,1817
90,TheRealPigg,1799,1160,205,87,4743181,648,8,292,91
91,lFreedomI,7304,4011,802,163,16519000,3118,51,965,330
92,xWizqrd,12840,8689,1742,742,29081461,4671,116,2484,703
93,xImPedaz-,15099,11317,1576,1083,34209364,6576,360,2659,839
94,IBrankooONFIRE,24423,17898,2613,1558,64690026,9405,147,4171,1333
95,BlameMarech,1844,1183,214,91,4486025,665,5,305,90
96,OhhStrong-,1844,1183,214,91,4486025,665,5,305,90
97,bruh4414,30045,22468,3217,2272,75755907,11016,360,5489,1739
98,i_ManKenntIhn,23217,17906,2727,1587,63259684,9586,302,4314,1419
99,PlayThermite,32305,22166,4383,2611,70242378,11602,963,6994,1643
100,PlayThermite,22611,10842,2756,1038,49602648,12609,102,3794,1061
101,MiIoTF,24861,19566,3229,2031,65082720,9983,416,5260,1489
102,k6461065644k,1535,1641,295,262,4316469,667,17,557,117
103,LuizCWB-,27921,24650,3513,2105,81128065,11069,563,5618,1812
104,UniqueCapo,41470,35462,4534,3700,108483235,17246,502,8234,2645
105,VurpIos,45363,40090,6374,3948,145614881,15939,444,10322,3336
106,AppEIa,38228,31461,4227,3231,94507131,15586,954,7458,2298
107,oVezzy,2072,2230,316,367,5309734,1013,22,683,170
108,TooEzForAstroo,4982,4596,532,485,12740167,1828,38,1017,312
109,zUguetto_-_,2981,1871,360,133,7111018,938,20,493,157
110,PopRockz-1,33918,28126,4142,2507,80808220,14585,464,6649,2061
111,LeZFeril,34023,30014,4278,2781,95874628,13075,294,7059,2275
112,Xx--Shiver--xX-,31179,23360,3762,2411,65986587,12561,488,6173,1675
113,Kissy171,45294,31277,5642,2996,112184230,16440,599,8638,2706
114,I3aMeR__,36715,29356,3891,3139,97152865,15079,266,7030,2239
115,Sprinq_,25704,18475,3593,1528,66305268,10227,268,5121,1573
116,DlCTXTOR,11932,11449,2120,1807,29663064,3898,262,3927,916
117,MaIedetto,46546,36609,5077,3660,111140621,17245,656,8737,2789
118,LkZ-i3,49165,39842,5188,3833,108599878,20876,655,9021,2837
119,Repuxel,31239,24545,3429,2449,81850235,12569,431,5878,1802
120,Cristiano444,3783,3693,660,399,9979204,1292,37,1059,264
121,GaIacTixZ,22379,15122,2346,1518,55566973,9009,217,3864,1163
122,UncleSAGX,1224,907,206,56,2855962,380,30,262,76
123,zTERM__l,48745,35682,5758,3310,130253614,16964,1005,9068,3052
124,ZK7_Origins,28865,23169,3271,2231,68381700,12099,418,5502,1693
125,DiIoy,67963,44379,9406,5321,135943162,28940,1018,14727,3340
126,qZayyx,22156,14600,2427,849,54763519,9032,58,3276,1140
127,x_B4ST1_x,38992,33490,4429,2826,109358437,14034,849,7255,2288
128,KoalaMitWeed,1890,2819,557,600,6921313,742,36,1157,305
129,Panix-XV,31846,22686,4210,2019,89115139,12671,362,6229,1948
130,iCossack,31254,23972,4210,1639,83051484,13053,294,5849,1825
131,Maaacster,42078,34063,4493,3160,97295455,16558,378,7653,2369
132,OIivaEIvis,27283,24189,2918,2491,77230651,11645,530,5409,1761
133,iiPatrik-,21551,21292,2391,2098,55818158,8280,744,4489,1384
134,DanjeI-,6132,4516,719,393,15990935,2292,41,1112,354
135,FIouring,51691,35783,6510,2924,135781730,16129,449,9434,3172
136,SteBrugnoLDX,12862,9211,1380,774,29562230,4994,73,2154,687
137,Srainy64,54010,32114,6359,2017,131546348,22976,586,8376,2907
138,Fyear,60512,43075,8785,3186,164636930,25895,710,11971,3267
139,gokuandre,20049,17144,2515,1426,51596171,6838,326,3941,1219
140,GIizzyK,5308,3721,648,281,13288762,2009,47,929,297
141,FraggerDNG,14243,7936,1483,491,31709315,5518,243,1974,662
142,xLockness,24433,21699,2860,2090,62601312,9056,292,4950,1568
143,MannyGunny,33257,24187,4145,2806,94783546,10792,501,6951,2226
144,MoIlyK,8742,8208,1053,783,25470267,3315,117,1836,564
145,IAveeXx,34773,24585,5170,2186,85928625,12481,758,7356,2221
146,VaIerjo,38527,32709,4496,3471,108998547,14538,422,7967,2655
147,Yatxs,5178,3793,668,410,15524920,1699,51,1078,345
148,Vexfa-,23081,18138,2385,1739,57748406,9375,475,4124,1276
149,lGhostdog,32133,32093,4641,3303,85427932,13251,891,7944,2287
150,iExTrEMaD,34833,27515,3427,2565,93389580,13552,823,5992,1917
151,XiLxcas,36340,27299,4212,2366,90919003,14705,657,6578,2067
152,FIooziii,16908,11524,2224,1151,42300231,6815,70,3375,965
153,ywatt,33463,29551,3961,3101,87159787,11860,805,7062,2133
154,Medeiiroosss-,10995,7515,1388,599,27069631,4169,150,1987,651
155,CIovxr,53373,39785,6832,3479,149803974,19068,351,10311,3111
156,FxtaIity-,36180,28758,5922,3240,91604344,12863,1624,9162,2238
157,xavier22124,32988,26742,3833,2620,87448117,12857,591,6453,2044
158,ATKCam,24310,11150,3514,877,56429661,9697,259,4391,1287
159,WillyyOP,10535,6556,988,637,21484185,4090,49,1625,518
160,TIJO_420,18690,16239,2583,1616,58247965,7805,147,4199,1284
161,T8-BOSS-,23615,18223,3035,1776,67435739,7859,273,4811,1593
162,PiNGU_InVi,61689,45336,9948,4384,164079568,24486,967,14332,3889
163,BBestXiM,4657,3454,713,247,12951212,1713,126,960,274
164,LongEon,24698,16103,2636,1633,55953120,10439,388,4269,1293
165,FraGeM-,18465,16077,2076,1420,48902768,8029,184,3496,1128
166,Labrlsh,32575,24423,3477,2055,82636953,11198,379,5532,1769
167,xKlLLERMaN,11031,7757,1612,788,22929945,3432,406,2400,643
168,yShmigol,41210,28431,4608,2404,107150894,15843,318,7012,2229
169,ZirtWhite,24583,18720,3289,2222,65353944,8026,1337,5511,1609
170,Guard095,24316,18759,3274,991,66296528,9881,292,4265,1419
171,EviL_lEyeS,6028,4313,869,278,17703907,2549,45,1157,389
172,MaiN_KoMa_EU,31976,22198,3843,2493,83381698,11889,288,6336,1819
173,PiromaniacS,22313,18890,2773,1953,59212304,8561,325,4726,1397
174,RedEnd_GodxIII,36149,28443,4826,2635,89443350,13857,729,7461,2337
175,kurokum_o,37740,33176,4567,3586,109278956,16613,466,8153,2589
176,stopsign-killer,72975,42099,9839,3635,162032041,26779,1684,13474,3832
177,Godzful-,12239,8485,1544,762,30189316,4543,97,2306,666
178,ZMG-ONE,44246,33210,5340,3178,114238143,18211,727,8518,2617
179,Yolo_InVi,2853,1834,293,166,6638402,1031,28,459,136
180,Al-Baquara,29135,21803,3299,2067,74669670,11137,261,5366,1657
181,Yuzmix,21718,22058,2494,2136,59071686,9554,320,4630,1443
182,RyZe_-TheBeZt-,66748,55617,8263,4126,188315471,20345,456,12389,4091
183,TahLeBandit,23797,15342,2481,1600,55536317,8761,897,4081,1211
184,Dennxtt,687,395,85,23,1790188,280,1,108,31
185,fJustis,3922,2921,693,156,13077029,1205,16,849,257
186,ATKKenny,37217,30258,5172,2294,98985703,13384,1526,7466,2182
187,oLemxn,9463,9587,1195,963,23782732,4399,162,2158,657
188,FurtiveCR,5580,4519,631,456,15527874,1947,207,1087,328
189,SSMexicanz,1041,640,163,44,2586014,398,13,207,53
190,lBustaWolf,11413,8035,1487,694,30457331,4652,126,2181,669
191,Axe_Man522,16585,12288,1778,1275,41028874,6033,203,3053,920
192,Natixz-U5,25659,21823,3310,2104,65033155,9075,362,5414,1635
193,JstBilot,38036,24854,5518,1415,107450001,12070,393,6933,2178
194,akaR6x,26503,21143,3493,1810,68478369,10247,525,5303,1573
195,Xelohify,5458,4281,585,413,12881064,2171,133,998,296
196,JamoIIy,5458,4281,585,413,12881064,2171,133,998,296
197,QsTz,42454,33735,5507,2961,106646039,18831,466,8468,2675
198,bdog800,28494,22201,3662,2113,82067176,10134,420,5775,1889
199,lIlI_lIIl_lIlI_,23002,18461,3491,2453,61920436,7637,341,5944,1392
200,lIlI_lIIl_lIlI_,10367,7844,1325,893,27067020,3417,288,2218,617
201,LouisTSteinhil,33134,27264,3775,2747,78438663,14107,583,6522,1882
202,RickDNG,28337,21377,3514,1638,78547344,11061,259,5152,1667
203,SumthinAwesume92,57350,43435,6028,4535,144522289,18900,921,10563,3344
204,magicshoot15,40691,24497,4306,2570,93659483,17281,759,6876,2091
205,jrocktitanup,13913,11885,1699,876,34299901,5766,104,2575,791
206,ReadyPIayerTwo,35185,23107,4194,2465,91311618,13993,255,6659,1883
207,Insane-bTu,18702,15247,2221,1193,46546723,7310,344,3414,1072
208,KingMeat--,49521,39231,5228,3978,118603521,21339,751,9206,2731
209,FooIaiid,33575,28915,3769,2917,81837140,13258,193,6686,2124
210,Nox_III,3941,2202,466,94,9814381,1388,30,560,187
211,Ramtin_nyb,37469,33518,4099,3085,93594529,15249,477,7184,2362
212,CaIaway,18602,14914,2221,1490,42790278,7141,271,3711,1098
213,vReaIly-,38834,33799,5045,3017,102877782,12594,531,8062,2622
214,DioIsBack,28834,26466,3515,2857,69474685,11239,455,6372,1977
215,qApoc,6368,5368,741,475,16709324,2696,77,1216,385
216,qtXim,10587,9582,1188,982,33290274,3958,63,2170,714
217,nickisbom,46373,44692,5384,5196,117971747,18579,1125,10580,3027
218,pattyeroy,18609,13355,1800,1398,48969914,7983,176,3198,1042
219,MKChoppa,18050,14981,2119,1327,47451562,7841,228,3446,1095
220,Bruh_Nate_,46707,38704,6617,3948,126092811,15017,1448,10565,3091
221,jay12704,18417,11417,2021,726,42135099,8152,178,2747,870
222,CIutch-DMC,30043,19463,3265,1624,71766905,11922,527,4889,1562
223,Lesi_10,18724,16796,2200,1635,47468408,7668,515,3835,1138
224,RedaaaLDX,43912,33367,5200,3032,113762248,16844,439,8232,2615
225,tpurroK,3843,2631,415,260,8715379,1504,13,675,198
226,Gildino,40415,27968,4817,2825,105783143,14754,489,7642,2392
227,Rexpra,12098,11568,1649,1408,34622256,4591,188,3057,852
228,Scarrow__,29530,21565,3355,1901,76363420,11850,539,5256,1725
229,xImBrOz,24082,22846,2939,2074,72532794,8781,505,5013,1624
230,AD-Magnus,5658,4763,823,569,16886322,2487,96,1392,439
231,DeputyNick,28013,23846,3157,1920,66044232,11596,307,5077,1670
232,Timjdo,10066,7465,1434,519,26236759,3181,79,1953,621
233,Wal3sa-,23992,17003,2762,1445,64920685,8988,301,4207,1363
234,wnpp,47159,40511,5281,3484,122254830,18568,855,8765,2734
235,loubs24,11950,9665,1410,880,35443231,4772,125,2290,716
236,RmsHjRboo3,18073,17417,2578,1854,54836272,6912,287,4432,1279
237,Friqzal,32792,28842,3666,3145,85886193,12421,1285,6811,2028
238,BrianQz,42172,33215,4525,3376,96265993,16767,705,7901,2304
239,Choznn,19027,10812,2263,591,44397974,7334,43,2854,903
240,ChrjstianDior,48061,45815,6099,4585,132868816,20007,675,10684,3438
241,SMG-ONE,36105,26720,4518,2216,92892801,11078,834,6734,2204
242,A_Glue_Bottle,43694,38309,4849,3815,115309599,17385,542,8664,2819
243,xxTetris,20207,15138,2610,1087,57723431,7269,228,3697,1225
244,TheFallenVII,6814,6033,940,546,19236296,2310,42,1486,505
245,CallMeLewis-,28101,23948,5360,2463,72382865,10374,463,7823,1806
246,Ereninanci_,43162,30337,4957,2750,112638173,16413,789,7707,2449
247,Crimstqr,15157,11619,1618,1110,38702783,5343,196,2728,859
248,lBragzzz,2471,2049,303,190,6159032,938,17,493,158
249,II-zPatroka_,63770,47795,6854,4022,144837905,26568,1337,10876,3501
250,ImSk1LLz_,30493,26323,3513,2816,83000847,11850,188,6329,1992
251,RHNvv,21574,16230,2316,1610,55208057,7595,446,3926,1252
252,PaisaaHP,22588,15240,2645,1362,62248561,10090,239,4007,1233
253,xJlaD-1,26250,24471,3529,1985,78646526,9215,439,5514,1724
254,imLopee,12037,9227,1358,905,30067900,4204,115,2263,714
255,DamndSIKO,33966,28565,3902,2654,80361771,11272,353,6556,2150
256,EJenko,31211,26003,3300,2596,79790432,13393,876,5896,1831
257,SchmidtGhee,16453,11749,2120,1347,45511675,6280,71,3467,1042
258,CrexJH,15573,9896,1876,568,39355809,6127,95,2444,782
259,HxnterTheGod,25355,20002,2629,1916,60867129,10069,293,4545,1366
260,Samthefire233,28925,17702,3213,1676,70267673,11501,260,4889,1543
261,f4b10o14,32453,29260,3799,2952,82576551,13977,759,6751,2093
262,AzzurroOP,33436,24654,3407,2504,86649125,11122,683,5911,1849
263,Pop-txrt,42016,37706,4825,3696,106518285,16274,778,8521,2681
264,IWILLBUSTYOUIN2K,37404,35264,3896,3262,92343191,15480,343,7158,2259
265,xRaZoR-_V,18614,15184,2737,1620,52849945,7154,300,4357,1270
266,MMan-iac,47813,36662,5397,4116,115960854,15530,1243,9513,3097
267,Tuoxe,12012,5810,1333,352,23834997,3732,297,1685,490
268,Crafty_Soulx,21406,17328,2496,1853,53332931,9568,272,4349,1304
269,jLucent,44733,35832,4844,3649,111097190,18978,1024,8493,2668
270,BSK-TheGemeos,4004,3188,409,283,10912690,1833,16,692,220
271,x-lsiCaRiol,80937,46299,11082,4145,200684329,29699,801,15227,4244
272,Vibrazy,12098,9963,1237,973,33388961,4999,80,2210,723
273,IsPaaaGX,18803,15136,2469,1381,55716719,6217,362,3850,1223
274,i-Sira,24334,14832,2491,1281,56103399,11425,194,3772,1167
275,iIIegalActivity,28435,21272,3455,1622,71735961,11412,331,5077,1670
276,ibbrhm,43157,40231,5136,4039,114793998,17309,820,9175,2916
277,NBAkobeLogo,22961,16356,2745,1836,57856293,10185,282,4581,1322
278,AzLittIe,38216,27245,6143,2745,104844283,13477,1201,8888,2286
279,ATKUmg,13862,7878,1573,544,31628784,7484,127,2117,647
280,Uniquex9,33250,26534,3954,2359,86877882,12997,210,6313,2030
281,VGdynamite,1775,1170,167,99,3830992,748,24,266,81
282,MowlidPlayz,7900,6506,920,684,23510380,3089,117,1604,515
283,Hambeast-,16586,13252,1750,1464,38489017,6910,237,3214,975
284,nuke__d,22581,22952,2872,2300,70829743,8449,280,5172,1647
285,SpecterPENTA,38668,36943,4534,3840,100923397,13834,621,8374,2559
286,MageGod-,5304,3858,662,277,14728272,1926,90,939,287
287,LExSlammed,38805,25462,4045,2606,94875782,14139,886,6651,2000
288,temp-776943,27240,22846,2971,2349,68561333,9401,566,5320,1634
289,Thegodly-_-noobz,40200,31563,4170,2819,91115145,15726,502,6989,2240
290,TwitchFLW,37801,34021,5197,2958,114644221,13569,546,8155,2841
291,heIIboy930,22855,20222,3141,2053,60455159,8710,318,5194,1561
292,DaveyWish6one,35664,30096,3850,2851,86155000,13865,463,6701,2195
293,Shuffle-EU,37404,35264,3896,3262,92343191,15480,343,7158,2259
294,khalidsnow501,35664,30096,3850,2851,86155000,13865,463,6701,2195
295,uhView,24767,18153,2741,1909,63907873,9267,402,4650,1531
296,Khanivure,11895,9602,1211,882,29636044,4788,77,2093,678
297,lmxh-,27234,24909,3213,2090,66002053,10521,206,5303,1737
298,SkittXIM,59734,49874,9152,5123,161897832,19938,700,14275,4032
299,Gr33nIX9-,35306,31033,3976,3049,94080505,12366,713,7025,2197
300,Crafty_Soulx,16345,11335,1735,882,36489439,6163,211,2617,810
301,Gr33nIX9-,41816,37327,4774,3369,107259042,15119,1118,8143,2727
302,Zephyrhills007,17964,13709,2249,1306,49283053,6618,130,3555,1159
303,TwstyAVN,2473,1590,270,99,5537421,951,26,369,119
304,Forejgner,39499,22516,7008,1795,99361009,15036,637,8803,2044
305,AYK_SRT,2927,2294,362,161,7292877,1233,32,523,164
306,Escovinha162,31493,27540,3579,2655,82089996,12877,402,6234,1895
307,IShinjii1,46069,35845,4791,3147,115299872,19284,490,7938,2496
308,MrOgFresh,5896,4828,663,467,13699897,2558,88,1130,358
309,BDNRG,15436,13096,1717,1399,39156829,6321,211,3116,959
310,njtsuA,12607,10099,1401,910,31033250,4495,104,2311,707
311,karagoglou,29038,18693,3528,2314,73563860,10682,483,5842,1685
312,Habjts,23772,14432,2301,1390,54889990,8549,264,3691,1193
313,Yunavsky,49525,39129,5985,3547,122638847,20673,775,9532,2967
314,yChiquiZz,13696,9752,1828,711,37100536,6025,81,2539,798
315,Cqzsy,26155,23477,2908,2253,64627411,9499,186,5161,1674
316,Greenday-EHT,36897,28532,4100,2714,97370722,13115,632,6814,2132
317,I-Pop-Adderall,5562,3300,694,179,12644068,2198,29,873,262
318,Kxci-_-,16851,11907,2069,1126,43820286,6291,229,3195,1034
319,Rogorah,33229,27388,3757,2900,73355757,14748,576,6657,1886
320,Yee3xt,25075,18157,2824,1854,60357928,11384,249,4678,1456
321,Glocktavius,37954,29831,4025,3052,92456484,15434,246,7077,2269
322,Hckie,1235,723,138,61,3022500,444,6,199,63
323,KmSTri_,2751,2166,328,216,7841561,1027,15,544,179
324,Sozsa_,44757,32378,4638,3675,98800703,17106,990,8313,2450
325,CozyHenry,27642,26984,3392,2563,75359287,10310,459,5955,1891
326,oilers2012gretz,30228,24203,3070,2493,64362310,12594,328,5563,1720
327,SaucyDaveYT,3328,5155,604,589,12359036,1112,49,1193,360
328,paisa900,8422,5366,887,297,19906749,3415,30,1184,407
329,CompIeteAU,36898,33342,4579,3619,95793276,14082,480,8198,2417
330,TCarried,41077,24752,4332,2585,97519227,18525,455,6917,2272
331,IIMaMad_OG,41823,30546,5076,2843,100899058,17821,647,7919,2163
332,mejidre,21524,19089,2432,1869,61437040,8315,192,4301,1391
333,zDeadKilIer,4962,3440,502,322,11063285,1837,54,824,270
334,NoT_Mosos,6158,53984,5501,17403,47624636,1985,62,22904,4273
335,billyjowdog,33820,27015,3519,2218,78251937,13941,233,5737,1876
336,vJapzi,15121,11332,1628,1056,35139387,5308,292,2684,817
337,coNeskri,19323,12656,2917,2011,47456977,5611,544,4928,1233
338,SupremGX,69006,44751,13678,4362,178066742,22548,2092,18040,3858
339,MiStEr_lucha,25150,20895,2907,2130,67238185,8694,498,5037,1500
340,SnipingOrigine,25219,21712,2702,2354,65510771,9601,395,5056,1548
341,MiaKhalufa--,40935,34224,5170,3336,121341243,14476,472,8506,2586
342,mc_,30465,25210,3452,2921,73267088,11884,514,6373,1755
343,BumbleMelts,33223,23176,3448,2092,74364999,12760,255,5540,1749
344,Rogue-_WaZza,2781,2284,323,212,7147698,1093,32,535,174
345,PsycoTz-iNsT,19091,16604,2140,1712,52633275,7470,436,3852,1182
346,jokerstar,11836,8289,1284,723,27250056,4518,116,2007,599
347,BigJJKingBoss,52279,35803,5709,3432,139746988,23119,983,9141,2890
348,Osvin-,26267,21258,3413,2047,70845898,9303,447,5460,1568
349,JOAOV_VP,26635,18553,2999,1767,61050585,10753,442,4766,1364
350,Hunter-CDN,1294,921,168,62,3521641,566,4,230,75
351,Radenty_,23007,13643,2647,1409,51793532,8687,521,4056,1126
352,RegretsBN,24413,15744,3058,2063,59020810,11517,254,5121,1311
353,tcceyy,41983,29159,5458,2811,103949480,14794,812,8269,2526
354,CaIIoutss,36491,28012,4285,2673,96211004,15567,435,6958,2136
355,XIX_CRIMINAL,23291,16626,3386,1351,59126230,8739,233,4737,1362
356,PuIgatory,23497,19182,2739,2071,65359104,8463,334,4810,1464
357,YanPereira_,40825,35130,5408,2887,95176861,16248,628,8295,2829
358,Finesse_johnson,15222,10590,1857,958,38888231,5764,276,2815,895
359,BitteAlge,26192,26349,3128,2388,73525305,9151,544,5516,1766
360,carljtos,10946,12228,1506,1406,28282082,4063,573,2912,786
361,Sassorix,32157,25969,3706,3062,86087868,10718,437,6768,2176
362,RealHamzaWTZ,16780,19253,2406,2027,60163698,5977,213,4433,1472
363,ScreedNC,28659,22004,3312,2238,72946284,10432,250,5550,1805
364,BIjtzkrieg,15133,10884,1648,1053,36183194,6404,133,2701,838
365,Axeles__,19790,15088,2035,1481,46368443,8080,208,3516,1138
366,ROSHAN--I,81019,82231,10758,7301,235629835,28564,1027,18059,5686
367,AUT_BeAsT-1,18215,14838,2072,1481,44111491,6730,287,3553,1138
368,Lowxz-,28909,22246,2991,2210,70758129,10148,492,5201,1664
369,Radin-_-hz,3528,3067,422,268,8846855,1602,14,690,207
370,MARlDAO,36664,33407,4723,3475,92361745,13587,459,8198,2615
371,king_vargas99,33050,23104,3693,2356,83535560,14003,372,6049,1838
372,Ximpathyy-,29432,23306,3011,2333,72262741,10128,956,5344,1614
373,NaeClue,23624,18575,2792,2277,55266254,8532,365,5069,1412
374,EZE-_-1,35526,27691,4716,2890,100998059,13627,447,7606,2493
375,AngeIdoze,36397,25440,3763,1973,82307514,12975,566,5736,1723
376,xAbdViPer-,44676,23051,5189,1963,101905458,19340,432,7152,1973
377,PrideHDTV,14166,13451,1615,1258,40177771,5450,160,2873,923
378,IRzijuzz,21716,17841,2841,1942,57230426,7005,305,4783,1437
379,Alejxndrooo,37032,27533,3474,2615,83009474,14471,473,6089,1931
380,Spoony1x5,3819,2786,450,227,9387714,1377,43,677,209
381,Mahrad1999,4347,3724,579,444,10613675,1478,67,1023,270
382,xAm1rhz,21029,18598,2281,1926,48821956,7647,613,4207,1314
383,MekhiIQ,39385,31918,5026,3042,111447228,17076,538,8068,2592
384,jxRReY,16607,10902,1923,486,36666878,6641,96,2409,823
385,UltimateJJ,5483,5048,650,484,16198639,1922,79,1134,380
386,SpacxlyFLW,48471,40897,5360,4107,115200587,18859,1437,9467,2978
387,RealRezKy,22590,18722,2831,1798,61851494,7655,325,4629,1481
