,player_name,kills,deaths,wins,losess,xp,headshots,melee_kills,games_played,time_played
1409,Funda-_-Buda,27889,22807,3149,2192,74777320,11484,510,5341,1656
1410,Fergusson_NeA,16723,11432,2087,1158,41025135,7123,384,3245,966
1411,xIAmVxrox,8530,7313,1064,694,23711004,3346,58,1758,561
1412,Dosjng,39611,35539,4133,3557,96180187,16979,396,7690,2394
1413,FleeKzRECAST,24384,23170,2818,2293,60185499,10446,675,5111,1655
1414,Liquidx_Suicide,49792,42848,5223,4578,115688559,19514,1485,9801,3059
1415,MIBR_Henrique,13386,8304,1539,920,30299684,6016,116,2459,638
1416,Walkatsako,7218,4899,875,530,16929807,3845,106,1405,335
1417,Skible,10344,8815,1174,1002,27014349,4277,171,2176,708
1418,inventerz,4518,2291,398,228,10844924,1692,34,626,197
1419,qwekp,3367,2261,390,202,8177715,1222,29,592,184
1420,MackAttacks22,31602,24032,4193,2765,81793047,12531,471,6958,1854
1421,PromoDNG,1249,841,153,70,2953473,532,20,223,67
1422,Sk_Brusko,20321,14876,1987,1551,48445752,8918,208,3538,1147
1423,KinSlayeer-,32859,26276,3506,2970,77823197,11396,299,6476,2028
1424,Motiv8Melo,23005,18969,2788,2010,60058988,8825,314,4798,1404
1425,angolano2222,31538,22412,3260,2424,82186300,11479,559,5684,1815
1426,PWNutbutta8,39820,27584,3831,2365,95730998,15289,709,6196,1933
1427,SanqeeMPS,22810,17806,2560,1768,60896104,7706,199,4328,1420
1428,BlameMilan,1796,1818,230,151,4818869,727,61,381,120
1429,Athens_Jayman,19530,16564,2102,1699,49260587,8233,117,3801,1160
1430,r6chankadaddyIG,14614,11250,1594,1142,35538386,6253,289,2736,842
1431,GlaDiiia,44380,34943,5178,3403,112169816,17342,665,8581,2901
1432,Sinozit-,43390,37965,4236,4021,100147868,18289,1639,8257,2538
1433,PARHAMAHADI,50005,36703,5135,3589,108687695,20190,440,8724,2775
1434,SenseiTM-,12416,7906,1292,984,26898371,4873,69,2276,630
1435,vMasxn,16900,13506,2236,1195,47554976,6717,285,3431,1163
1436,rnomotaro,5734,4227,614,452,13224482,2512,54,1066,349
1437,lmaginationn,19509,14369,2139,1560,42862380,7035,377,3699,1138
1438,lLaXInGl,15860,13487,1883,1408,40789204,5839,417,3291,939
1439,xGDIY-,33411,26464,3437,2480,74302621,14009,876,5917,1767
1440,Rumzzy_,34650,28742,4066,3359,88649620,12501,767,7425,2101
1441,Cyrsly-_-,1876,1522,246,154,4262134,729,16,400,113
1442,RKOONVIC,5299,4689,620,360,14301428,2325,91,980,333
1443,MyGuNN-,16681,16955,2092,1769,43792402,5760,228,3861,1232
1444,NOTYOURELO-,14075,10553,1359,1094,34647346,5395,178,2453,779
1445,Vminte,31559,25600,3506,2499,78481884,13079,231,6007,1905
1446,Mc_DoubIe_T,24451,17298,2466,1881,67226765,10494,224,4347,1379
1447,StorMxGod--,18167,13260,2652,1312,49622220,6431,375,3964,1099
1448,Cloudz_FTW,723,451,86,37,1624734,292,4,123,36
1449,Zz_yDARK__,20235,20613,2505,2327,58705331,7366,211,4832,1427
1450,i-Mortality,21262,14925,2023,1475,53016376,9097,448,3498,1085
1451,Gamers_Game_On,19059,15504,3280,1452,44834912,7196,483,4732,1157
1452,IIIlIIlllIIIll_-,23371,19547,3044,2197,64483200,9385,263,5241,1476
1453,Fqzzio,25393,23629,2971,2565,66882850,7833,958,5536,1694
1454,MarkTheProphet,23405,22782,2922,2514,62443405,9219,597,5436,1642
1455,vOlmeeNCS,558,342,76,24,1341944,224,7,100,28
1456,SAMMINO95,21376,16715,2333,1718,54047883,8514,194,4051,1258
1457,NerkozBGN,44230,38980,4886,4008,105487198,15056,808,8896,2798
1458,Vezqyy,7760,5822,916,640,18986353,2713,311,1556,479
1459,KodaksGlock,17500,16812,2116,1714,46321981,6566,228,3830,1183
1460,PixelQuix,1689,1448,236,140,4477403,624,20,376,105
1461,Ahmad-Wshark,1086,820,120,65,2787180,401,23,185,60
1462,R-A-E-D-R1,20769,11480,2448,1054,51001983,8909,201,3502,995
1463,vTJS-_,23884,20136,3183,2183,61998446,9046,632,5366,1573
1464,g1a-cus,27640,24543,3222,2510,68239182,10082,227,5732,1781
1465,profinhos,2481,1707,315,162,6542946,1026,25,477,145
1466,memorjes,32079,28858,4369,3858,84183106,12038,998,8227,2176
1467,iTiSaVaGe--,20638,19213,2542,2098,58903099,7128,315,4640,1481
1468,Skjro,7098,6297,857,664,20547411,2989,79,1521,487
1469,Q8FeXeR,17669,11390,2279,1414,43096768,6007,432,3693,951
1470,CarbonCGG,1805,1320,200,108,4313005,798,19,308,92
1471,KutadaZoro,3885,2836,509,305,10975138,1895,40,814,252
1472,CrazyConflict786,11087,10118,1302,956,30660047,4260,149,2258,752
1473,yGlocked,4401,3298,430,305,10502836,1740,6,735,266
1474,sweetkids-,4401,3298,430,305,10502836,1740,6,735,266
1475,Fitzyj589,1213,660,132,42,2841189,462,13,174,53
1476,SpLiiTz-VII,17957,14790,2304,1829,46225024,6763,80,4133,1206
1477,MackDaddyMichael,1198,851,129,71,2787579,427,4,200,62
1478,xSimeens,15492,13375,1638,1357,43917605,5525,330,2995,942
1479,Cleqrzz,42222,32747,4257,3067,105002580,16438,516,7324,2332
1480,Khema-,2253,1806,277,187,6069749,888,8,464,148
1481,notLukeee-,21655,17960,2663,2135,56992954,7476,443,4798,1367
1482,xSeekStem-,11755,10857,1423,1189,34022355,4567,101,2612,820
1483,DominicBMOR,29121,28904,3118,2689,70233810,10189,648,5807,1840
1484,HellaLethal,49182,33397,4517,3443,113693857,16242,886,7960,2555
1485,xcreep-VG,23940,17251,2618,1528,64501825,8898,330,4146,1313
1486,JayAaLucK,15802,11509,1646,1072,43501705,4427,41,2718,878
1487,WaRFronT75,47725,32825,4648,3417,113650467,17748,617,8065,2530
1488,Appiah-_-,34874,20717,3561,1906,76716627,15779,536,5467,1623
1489,Tridly,23893,19052,2580,1806,60101239,10121,233,4386,1398
1490,R6SmurF_7,23838,18226,2684,2147,58988459,8310,412,4831,1257
1491,ElijahNLE,5311,4181,776,235,16534173,1805,9,1011,387
1492,MiladDj80,32934,22338,2779,2199,66270879,13501,535,4978,1526
1493,BosnianHeckmeck1,12658,10252,1437,1135,34613308,4561,160,2572,845
1494,AoT_YellowMan,10042,7804,1430,775,26455979,3637,109,2205,652
1495,DumThicc,3953,2743,421,227,9542814,1525,73,648,203
1496,XBLACK_FyRe6X,817,604,123,57,2178288,295,16,180,52
1497,EsH_Wolf99,37575,29030,5018,2125,92686433,16935,227,7143,2145
1498,Shiv_DIK_Squad,13976,10897,1690,1300,37886274,4365,131,2990,927
1499,zMvTTe-x,21976,19074,2881,1926,58525159,7663,675,4807,1426
1500,zMvTTe-x,6920,5505,860,691,18554266,2276,92,1551,472
1501,bottomfraggr,33584,28454,3866,3015,87871216,11997,988,6881,2035
1502,Gr_MostWanted,33116,25565,4285,2182,85428235,12873,383,6467,2103
1503,xJlIGSAW,1057,662,112,47,2596150,469,9,159,44
1504,zSxRxxFRNG,22825,12695,2958,1201,63236524,10738,222,4159,1180
1505,R6-INSANE1,25692,19413,2776,1877,60025965,8315,623,4653,1484
1506,TN-TripleX,50302,51363,5665,5320,137538061,19097,1225,10985,3566
1507,SwT-zZSoUzAZz_,19710,16595,2277,2021,45538215,7271,599,4298,1187
1508,iKematsu_,10160,7414,1115,731,26877621,3760,213,1846,593
1509,CineXK_NW,11237,8187,1134,704,27603445,4256,44,1838,600
1510,X-BinG-Kw,22851,15064,2676,1538,54270416,6859,493,4214,1192
1511,iiPatrickStar-,22933,16286,2539,1209,53318570,9379,56,3748,1194
1512,CrankzDaP,40071,30158,4491,3198,105305494,14772,820,7689,2416
1513,Jxponeis,28245,28992,3363,2487,72589985,11496,377,5850,1884
1514,Achutej,28991,26059,3555,2827,80822645,12378,404,6382,1896
1515,maxweischen,31728,31514,3742,3254,94399344,11326,446,6996,2314
1516,lRvfel,31624,28269,3633,2487,85296825,13775,142,6120,1901
1517,Gunrocker_,22129,17756,2797,1340,63996445,8965,110,4137,1303
1518,OriginalB2K,22912,12946,2800,1365,56588302,10360,136,4165,1319
1519,AzxtroX,22543,16382,2595,1703,60698889,8627,196,4298,1339
1520,lqmjn,36467,33372,4167,3764,87480303,13413,1139,7931,2354
1521,Xazraran,8020,7095,961,794,21828541,2961,125,1755,551
1522,Yaskooo_ProDz,28750,19790,2680,2281,62609666,12537,595,4961,1470
1523,GuyAboveMelsGood,19177,14409,2151,1462,52152512,8145,222,3613,1051
1524,ByyRisee,38589,26223,4017,2877,107341553,15354,791,6894,2226
1525,ExoTickk,13638,11483,2088,1163,37072383,5193,293,3251,847
1526,Armixi,50834,37812,5305,4396,122910665,19966,728,9701,3151
1527,xReaPz_NeXoz,40301,44215,4760,4346,116547762,14276,926,9106,2761
1528,IKingz7-,14767,12521,1646,1261,35861629,5493,100,2907,930
1529,Brenntos,2168,1429,235,159,4859448,862,31,394,109
1530,AguirreAKA,26927,23149,3129,2544,66700970,10390,397,5673,1730
1531,AntonVdB-,34413,33122,3639,3158,82280430,14932,546,6797,2143
1532,YoussefOR,29425,23895,3866,2860,70057995,12327,292,6726,1832
1533,IBoomBomber,24126,14103,3184,1722,54960631,9264,341,4906,1478
1534,rohamlordofwar,2881,2437,323,252,7584265,1071,56,575,186
1535,vRyxk-,13278,11245,1513,1136,35849286,4739,170,2649,836
1536,HoldMyAimOG,35657,32313,3603,3126,85673477,14130,352,6729,2180
1537,iHxgo__,26309,19898,2716,2275,72250546,8721,242,4991,1485
1538,ZeiiOD,12002,10187,1471,1024,33420964,4906,301,2495,773
1539,Nimerz_YT,33404,24734,4252,2390,90755593,12170,668,6642,2179
1540,TygaOP,28702,20010,2678,1718,69536359,12921,197,4396,1438
1541,PHBK_209,2894,2038,309,201,7140202,947,12,510,166
1542,M_ark_Ss00,36348,23946,3775,2544,86545744,13942,299,6319,1967
1543,fuerstghost,28132,25643,3812,3133,75183889,9560,944,6945,1979
1544,JaaGzNeedsNerf,22511,18495,2273,2082,53328583,8545,973,4355,1286
1545,xNxstyEU-,86396,54604,7449,6186,193209450,31275,1886,13635,4338
1546,mirkomvp2001,17736,9454,1760,617,40735811,5930,278,2377,850
1547,Afshin-Wshark,37331,31657,4181,2972,100693896,15496,415,7153,2220
1548,WayZzinG_,17584,12497,2135,1484,40853313,5457,449,3619,1094
1549,Minty_FN,28776,21629,3559,1727,73811430,12030,237,5286,1768
1550,iiHxwL,1337,1096,194,91,4015896,456,19,285,87
1551,Gdinsmo123,2895,2224,340,118,7215444,1105,60,458,166
1552,Y_TryHarD_Yz,22239,18654,2426,1945,53988646,9782,296,4371,1334
1553,FloWasTaken-,20931,13943,2409,1532,47166465,9534,661,3941,1075
1554,zMqtrix,11083,11618,1378,1004,32400475,4144,191,2382,765
1555,claptober,21001,16737,2119,1760,54445790,7968,347,3879,1252
1556,EzPzLemonSqueezv,29352,24511,2847,2500,70387659,10900,606,5347,1712
1557,xJoIIyyy,15409,11533,1952,1284,37157230,6568,277,3236,990
1558,vBot-_PL,4198,3333,503,295,10801892,1471,25,798,249
1559,Throwxz,31249,23818,3556,2789,83721789,11324,443,6345,1969
1560,detroitlil,10616,10224,1618,1248,28990909,3348,520,2866,760
1561,xThanksForTheElo,9441,6882,1099,585,24257168,3381,87,1684,555
1562,Sliiverr,33530,23306,3283,2278,86559350,15344,494,5561,1746
1563,DzAxeI-,21281,18779,2512,2133,58208774,7657,354,4645,1505
1564,xXWINTERXx275,18079,12364,1944,1302,45376873,5596,274,3246,1021
1565,Eilster,24741,21435,2608,2199,58021072,8939,186,4807,1458
1566,Mitologyc,22656,20196,2932,2305,67066070,8281,175,5237,1610
1567,iTzNyCom-_,54255,32338,4768,3338,121253085,22655,959,8106,2575
1568,Szerpa,36041,25085,3513,2749,94806147,13658,505,6262,1931
1569,iKa_reis7DuRJ,18929,15408,2131,1518,56538509,6595,525,3649,1164
1570,TacosDeAIexboy18,28753,17569,4138,1642,68764200,10259,250,5780,1562
1571,lRedRoses,19199,14602,2436,1331,52100357,8077,167,3767,1193
1572,Gomxz-,31562,25115,3383,2426,79084304,11130,579,5809,1861
1573,AgaSeymen_,31562,25115,3383,2426,79084304,11130,579,5809,1861
1574,zThaMendes,39494,24570,4010,2725,93240379,15710,409,6735,2134
1575,CadManP6,11644,9250,1291,1066,30262694,4345,244,2357,640
1576,DARK_SOULJAH_,8031,6587,854,612,20287467,2963,95,1466,482
1577,Thermski,19576,19435,2272,1928,52104361,8481,125,4200,1349
1578,GIockanes,34331,27179,3637,2913,89584171,12289,607,6550,1908
1579,Zx_SeT0_xZ,58870,42106,9695,4686,150571605,19515,1317,14381,3667
1580,iVqzR-,5646,3618,634,391,14005286,2009,51,1025,292
1581,SWIZZyNW,2590,2099,345,212,7405737,1039,60,557,171
1582,DaNNNi-_-,20199,19222,2410,2047,53352543,7276,452,4457,1440
1583,MMandAA1627,12613,11733,1576,1414,32037773,4707,180,2990,809
1584,Timur-Pe,14953,12412,2261,1425,39683168,5624,202,3686,1054
1585,Mushroxm,39963,32104,3748,3339,94168732,15224,773,7087,2190
1586,zuccamon,11939,9435,1374,1080,33156533,4713,163,2454,756
1587,Iweskerl,10069,8756,1195,911,24930965,3781,148,2106,624
1588,Medorinho-,31377,19375,3542,2151,81958942,12998,398,5693,1744
1589,Pan-cake-face,21513,18751,2457,1640,56175452,8825,191,4097,1347
1590,Roberto_Hydra_,29194,26017,2927,2659,76565788,12551,263,5586,1775
1591,GUCCII_TIME_2,21820,15748,2250,1739,54670429,9688,404,3989,1218
1592,xDooMi-,23958,18268,2505,2215,61735293,10928,291,4720,1393
1593,Cobrq_-,6296,4537,621,458,14895377,2494,133,1079,332
1594,HA1MAD--,38660,24510,4354,2405,95387623,16156,467,6759,2074
1595,JokerrB10,17132,17794,2204,1929,43184405,6196,396,4133,1230
1596,TheUnknown502,21500,17243,2363,1917,51756523,9046,552,4280,1263
1597,Just-Orizon,18180,15320,2510,1277,53185327,6818,124,3787,1149
1598,reyyKush,24062,19863,2538,2031,58877507,8739,519,4569,1441
1599,Bl3ssed_L0rr4nd,23439,18818,3103,2484,56236067,8382,566,5587,1467
1600,Bl3ssed_L0rr4nd,27541,24316,3387,2528,77656844,10139,446,5915,1882
1601,iamjordanboii,2204,1817,271,193,6629862,810,33,464,146
1602,AtLaS_Y2NS,23563,22432,2815,2379,59606782,9102,653,5194,1578
1603,vRomsss-,38011,29688,4161,3251,87235399,13551,516,7412,2287
1604,Culterd,16744,15653,2302,1833,45727049,5929,293,4135,1170
1605,rjp-400,16274,13677,1955,1635,42944826,6633,191,3590,1080
1606,IPeep--,65117,58819,8368,5524,189376634,28035,1238,13892,4617
1607,uwuStoopid,13045,13408,2172,1826,37491707,4832,87,3998,1104
1608,VergeTN,29335,29061,4048,3509,105568779,8646,608,7557,2552
1609,hellboy940_,13031,11736,1686,1307,34397586,4463,192,2993,949
1610,Alva832,15458,9640,2044,1470,35661270,6611,341,3514,815
1611,Es-teLq,17578,14981,2563,2217,47416702,5905,496,4780,1151
1612,XchristianX113,27669,22836,2812,2377,71217749,8936,569,5189,1648
1613,ii_QwiiK_DaRt_ii,48479,44011,6035,4320,118659433,20577,774,10355,3234
1614,Tsarqz,36705,30840,3900,3087,91759344,12489,530,6987,2319
1615,Tenqo-nR,21733,18230,2304,1790,49112885,7317,249,4094,1306
1616,RoobbNLE,22343,17878,2290,1644,61299517,10442,380,3934,1284
1617,BG_Carry,26888,27175,3691,2581,81875004,10926,386,6272,1914
1618,SnS_Shark,24637,12830,2568,713,44825243,9021,296,3281,1082
1619,Ferxys,14278,13870,1716,1455,39907531,5168,385,3171,996
1620,BeauIo_Jr_,27936,18240,3021,1998,58567548,10930,422,5019,1374
1621,dontpeekme69_,2755,2420,361,211,6620939,856,32,572,173
1622,zMoritx,1862,1662,215,176,5049230,577,9,391,131
1623,lGuiltyy,26180,21713,3053,2285,72410272,9820,133,5338,1682
1624,eTNT-,33448,29619,3610,2844,87160903,12618,537,6454,2088
1625,LxneWoIf-,17021,13934,1875,1584,43802879,6972,611,3459,1054
1626,ZiiRCo__,29442,24759,3704,2519,77910978,10961,846,6223,1879
1627,The_GodlyNoob_-,14297,10773,1783,842,37212147,4787,240,2625,813
1628,Bassk-,9771,6332,1144,483,24562272,2792,49,1627,516
1629,SketchIings,32097,24787,4159,2729,83229017,10814,229,6888,2025
1630,FrQaN-_,6547,4902,646,503,15781127,1859,181,1149,361
1631,EzlCI,28636,21994,3119,1960,77469642,9909,587,5079,1610
1632,xKozaa_,12867,11900,1560,1201,36505432,4648,105,2761,868
1633,FBDT_Wraith,14765,13020,1565,1298,37824129,5542,414,2863,910
1634,SW-Lxnnox-TLOTR,24305,23862,2949,2786,62088011,9542,555,5735,1655
1635,zG1Ie,32490,17791,2906,2050,76862830,13388,298,4956,1628
1636,XxYokomojoyo,2989,1914,303,199,6808809,1037,58,502,146
1637,iDollynhooTz-_,19164,13663,1878,1269,42580058,7782,254,3147,1032
1638,SayHi2GodZz,18306,18049,2341,1744,49734927,6311,420,4085,1266
1639,quiro25p,42327,33178,4984,2783,103157767,17400,320,7767,2504
1640,xy__uae__xy,62522,44508,5956,4450,152280343,24762,541,10406,3410
1641,frosttime,20866,13968,2375,1496,52811413,9694,250,3871,1098
1642,xlmLuke-,27453,20532,2880,2195,61887967,12517,638,5075,1400
1643,WhatisSkiII,20522,19276,2840,2257,60345192,6631,352,5097,1437
1644,itS_MteusX-i9,23905,21115,2477,1885,62325392,9198,469,4362,1410
1645,Jetnc,900,651,111,51,2538804,419,2,162,53
1646,Piotrulo_InVi,9923,7649,1217,683,30518201,4607,65,1900,651
1647,BuddyHollie,3518,3148,356,312,10483356,1436,27,668,217
1648,Gabr1ell_-,12676,11709,1491,1380,31711019,4293,234,2871,853
1649,Assxssiiinn,9567,7422,1182,640,27839015,3657,136,1822,580
1650,Hsq_Toretto__,16630,12605,2042,1408,43543635,6494,340,3450,1001
1651,GivenFrags,37896,34585,4093,3606,95836610,14559,421,7699,2367
1652,YungQG-,17292,13975,1960,1235,45237993,6255,252,3195,1000
1653,ThatFinesse,26600,31083,3604,3116,74391380,9582,574,6720,2111
1654,Nzcturnal,29409,23989,3496,2456,70228533,11202,404,5952,1921
1655,RoamerAlert,6368,4118,646,383,15480686,2449,215,1029,299
1656,xSiiLennTzz-,28905,22180,3039,2767,67010982,11150,512,5806,1545
1657,aMiuZ-502,26081,23536,3231,2496,66730782,10524,706,5727,1628
1658,zVegxtaa,51700,47314,5703,4460,115126893,21772,952,10163,3098
1659,God_Assassin8601,38124,27054,3993,3025,87045007,12621,630,7018,2134
1660,ThankHix,5222,3682,562,414,12036012,2128,21,976,320
1661,X-BERARRYT-X,16682,16807,2039,1569,46266957,6547,396,3608,1176
1662,zNoLxck-_,11357,10148,1322,1021,33499864,4864,155,2343,749
1663,Chaak__,29668,23415,2894,2254,69373579,10385,537,5148,1627
1664,ObscureEarth,36662,27215,3402,2854,89677374,13509,223,6256,2047
1665,Amasrax,38792,26449,4843,3043,98288885,14103,535,7886,2323
1666,BaileyS3_,29718,25081,3440,2736,84663659,10864,269,6176,1988
1667,DarkVibzz,7076,6791,843,632,19030797,2873,107,1475,484
1668,StarkTheKinGzZ,33692,27503,3481,3067,84321179,12053,923,6548,2039
1669,GrxyTracker,17429,11044,1758,1209,45277864,6842,311,2967,898
1670,Carrot-Pie73,14139,12543,1493,1295,37992237,5742,147,2788,882
1671,JuniorSantos010,16028,15860,2483,1982,40347496,6846,321,4465,1287
1672,yFarley-__,5222,3682,562,414,12036012,2128,21,976,320
1673,KisssMyCopper,28905,22180,3039,2767,67010982,11150,512,5806,1545
1674,BinIqden,26081,23536,3231,2496,66730782,10524,706,5727,1628
1675,VercestGN,51700,47314,5703,4460,115126893,21772,952,10163,3098
1676,Under_Reset_,38792,26449,4843,3043,98288885,14103,535,7886,2323
1677,LeJoueurDeCasu,29718,25081,3440,2736,84663659,10864,269,6176,1988
1678,xADIGAo,7076,6791,843,632,19030797,2873,107,1475,484
1679,X-MateusReisS-Y,21763,17085,2093,1484,51765849,8500,288,3577,1146
1680,MeetDavidMartin,11357,10148,1322,1021,33499864,4864,155,2343,749
1681,sSxmplyyy,29668,23415,2894,2254,69373579,10385,537,5148,1627
1682,iTzTonYFresH--,36662,27215,3402,2854,89677374,13509,223,6256,2047
1683,JackalMeeOff,41893,28920,4408,3049,104886654,19045,614,7457,2200
1684,frozenpancak3s69,16028,15860,2483,1982,40347496,6846,321,4465,1287
1685,vlTone-,12094,9320,1732,871,30838242,4163,226,2603,712
1686,DHlORS,42307,37130,4768,4057,115439233,18140,858,8825,2625
1687,Feykoo-,14139,12543,1493,1295,37992237,5742,147,2788,882
1688,King-Wshark,44194,33817,4926,4097,112116797,14887,306,9023,2961
1689,Crablisemble,17429,11044,1758,1209,45277864,6842,311,2967,898
1690,askdino,11029,9062,1370,1133,27538303,4151,193,2503,710
1691,notDaark__,875,690,121,54,2358679,348,4,175,53
1692,ANGELO_124,14144,18861,2698,2317,52588155,4433,223,5015,1533
1693,Kroveus,6222,5375,710,538,15077792,2226,243,1248,362
1694,xDuddus,13887,12288,1567,1204,37370709,5000,277,2771,833
1695,MaiTh3n,34225,28716,3634,3082,79164752,14601,788,6716,2041
1696,miguibra90,29849,25026,3898,2866,81003719,11825,445,6764,1901
1697,IM1haiL,6900,5240,753,581,17917508,2311,71,1334,421
1698,lukinhas01_,21567,19731,3269,2336,53317610,7884,382,5605,1354
1699,koutimq,2152,1642,224,136,4972570,899,34,360,111
1700,King-Wshark,38183,28680,4055,3411,87627675,17586,352,7466,2231
1701,frozenpancak3s69,30850,23994,3247,2371,77039434,12077,416,5618,1727
1702,vlTone-,1587,1132,183,115,3877517,606,16,298,93
1703,DHlORS,17480,14503,2029,1524,50352496,5624,614,3553,1144
1704,Kroveus,23235,18513,2535,2114,58538480,7864,424,4649,1376
1705,xDuddus,14237,14089,1920,1448,38435227,5510,747,3368,987
1706,MaiTh3n,33818,22886,3805,2415,84506596,11360,222,6220,2100
1707,YT-dkmeaky,28919,22487,3991,2082,77150949,11932,252,6073,1940
1708,askdino,1495,1213,166,104,4130738,708,8,270,86
1709,notDaark__,48213,31968,5462,2736,117414419,16005,1277,8198,2688
1710,ANGELO_124,40294,37471,4586,3181,98672309,16137,2074,7767,2496
1711,TG-Jumper_,7496,7684,1094,902,18741240,2584,310,1996,513
1712,koutimq,13412,10344,1568,1020,36056363,5416,121,2588,818
1713,Venom-_Exoticz,28311,23437,3695,2471,73206219,9686,274,6166,1896
1714,ySowerGodly,27237,22530,3761,2121,66413462,10470,344,5882,1719
1715,lukinhas01_,31099,18348,3912,2091,77460129,13025,339,6003,1598
1716,ColdHandz_,23147,22622,2495,2251,59505783,8903,410,4746,1495
1717,IM1haiL,38499,26316,4157,2489,91087690,14114,414,6646,2043
1718,TwooneHRZN,12144,9353,1583,794,28725755,5711,117,2377,698
1719,AmeDaizin,41333,30981,4747,3750,99651953,18752,975,8497,2225
1720,TheWeirdPhoenix,19260,21216,2788,2755,53271593,7446,237,5543,1464
1721,zK1xsTar-,3462,2016,508,211,8805874,1272,43,719,216
1722,Whalecoookie,27067,26217,3293,2591,72657178,12922,380,5884,1894
1723,RazeR--tiMe,38129,34336,4018,3117,95158142,14674,529,7135,2316
1724,lGIobaI,21449,19430,3023,1906,55578447,9067,366,4929,1578
1725,RANDOM__Vd,13936,8068,1346,735,30297866,6330,174,2081,627
1726,Hihi-_-gay,1888,1344,230,132,4867467,796,14,362,111
1727,SiLeNT-Naki-,32596,35116,4061,3223,88249111,14636,533,7284,2118
1728,uTal_Do-_Random,9728,6865,1292,738,23811087,3592,87,2030,558
1729,Vapih,13625,10053,1775,1202,37120237,4566,109,2977,816
1730,SyNeXiia-_-WsPeR,15745,13059,1846,603,35680157,6593,197,2449,995
1731,Chocxlete,4904,4113,621,382,13774350,2298,45,1003,310
1732,P4in_Pablus8,29693,20033,3355,1994,70668466,10972,127,5349,1712
1733,Arcaa-_-,31239,25711,4091,2825,78047298,12329,1033,6916,1997
1734,v_Juninho_v,23371,19547,3044,2197,64483200,9385,263,5241,1476
1735,lNxrthFace,22359,21709,2605,2422,60161902,7528,277,5027,1522
1736,xxTry-,14648,11916,1496,1226,36946372,6365,324,2722,828
1737,IIErdiII,36410,32681,4131,3242,104407978,13333,979,7373,2497
1738,hamzawelCl,36204,23311,3503,2720,88866738,13073,363,6223,2036
1739,Ey-_-JeY,18216,18019,2484,2020,49029499,6379,505,4504,1267
1740,iiFroosT1,16855,13606,2132,1695,43085741,6269,507,3827,1102
1741,Xanarchhyy,29535,24575,3023,2334,72650953,13299,487,5357,1639
1742,FastRafool,16245,13923,2810,1651,46078047,5732,435,4461,1013
1743,MrStonerrrr,17121,13104,2391,1615,47399381,6511,381,4006,1138
1744,Seizic,47940,32279,6572,4001,126541368,15370,952,10573,2859
1745,zSiloka-,25096,15726,3107,1644,71020274,10756,221,4751,1426
1746,PPREDATOR_1,19325,17839,2063,1860,51224903,8035,312,3923,1272
1747,Luosite_,38830,29119,4527,2743,109934082,11252,1070,7270,2231
1748,Cranky_Csk,19789,22692,2591,2366,61447281,7888,356,4957,1590
1749,Dare_Pws,7829,5764,780,506,19493764,2900,124,1286,410
1750,NathuxOnTheFlux,29413,21651,3434,1677,74434224,10798,306,5111,1685
1751,RivySS,24240,20678,2533,2298,66347227,10506,178,4831,1600
1752,ImSoTrashHelpMe,6496,4445,824,301,16619014,2965,79,1125,331
1753,Wellszy-,33834,39370,5671,3903,111233799,14276,328,9574,3109
1754,SneakyBeakyPont,8429,7554,894,730,21177098,3367,245,1624,498
1755,Blaziinnn,18060,16391,2157,1814,50111323,6422,171,3971,1210
1756,Natgo976,5518,5415,629,485,14622777,2207,66,1114,350
1757,Matthew__Carey,7038,5509,951,428,19952400,2671,95,1379,454
1758,SrLinso,23530,25364,3370,2332,73207732,9010,239,5702,1733
1759,Mxsnyy,18493,13360,2085,1561,44360535,7582,285,3646,1036
1760,mutiger-april177,26806,25868,3454,2664,78568291,9539,326,6118,2014
1761,JamesGodsent,38352,34013,4185,3707,97114261,15270,1070,7892,2554
1762,TOXIC-EBO-,31553,29521,3684,2881,81546913,13901,391,6565,2096
1763,MackDaddyMichael,29661,21358,3583,2627,76180111,12403,597,6210,1918
1764,G0tC4rried-GIN,23463,16882,2572,1939,57578613,9997,522,4511,1274
1765,T-revor-,1773,1438,192,136,4925214,616,19,328,107
1766,Mereoleona-_,3667,2691,382,271,10068837,1733,15,653,209
1767,Excessivepuppy5,34544,25556,4689,3215,88242588,11047,491,7904,2165
1768,Modi_shami,13818,11232,1753,1550,34953504,5579,152,3303,963
1769,Keez_x,26615,21921,3315,2631,66969620,10966,632,5946,1581
1770,Orbo63,14024,10652,1289,986,31435431,5948,291,2275,745
1771,Svgxc,2647,1877,336,162,7303229,1153,8,498,155
1772,JoaoPedroSX,7998,7802,1002,707,22500368,3151,138,1709,520
1773,x_MoyMoy_x,21069,17835,2218,1831,54162194,7300,135,4049,1244
1774,RBKYH97,35201,25437,4668,2205,88104277,13071,589,6873,2064
1775,Cosetto-IGP,19555,18439,2503,2033,60995254,8137,354,4536,1407
1776,IRxkka,18773,13281,2175,1130,48152616,6727,239,3305,1048
1777,GodLimited,67290,61500,7589,6337,177050990,26568,1357,13926,4587
1778,GodlyWolf-GEN,27322,16521,4090,2143,67302173,11205,564,6233,1369
1779,MgKBuLLz,15941,13582,2099,1630,39833638,6133,164,3729,1079
1780,Leuci_RZE,36652,25030,3251,2653,75283108,16207,554,5904,1802
1781,Naqiisa,11723,11448,1540,1329,34832635,4623,58,2869,933
1782,FiFxR,18397,19335,2307,1958,44245498,7812,395,4265,1321
